,ID,pmid,sen
5371,8403789L3,8403789,"3. upon stimulation by the mitogenic lectin concanavalin a, the radioactivity associated with total eicosanoids (free arachidonic acid plus hydroxyeicosatetraenoic acids plus thromboxane b2) was significantly increased over basal levels in the peripheral blood mononuclear cells of both the elderly and the control groups."
5372,8403789L4,8403789,"however, the mitogen induced increase was lower in the elderly group (+48%) than in the control group (+131%)."
5373,8403789L5,8403789,"upon concanavalin a stimulation, the radioactivity of hydroxyeicosatetraenoic acids was increased by only 96% in peripheral blood mononuclear cells from the elderly group compared with 350% in control cells."
5374,8403789L6,8403789,"similarly, the radioactivity associated with thromboxane b2 was increased by only 82% in peripheral blood mononuclear cells from the elderly group compared with 218% in control cells."
5375,8403789L7,8403789,(abstract truncated at 250 words)
5376,14555344L0,14555344,to investigate and compare the ability of dna dependent protein kinase (dna pk) deficient and  proficient cells to undergo apoptosis after exposure to low and high linear energy transfer (let) radiation.
5377,14555344L1,14555344,"a human glioma cell line m059j lacking the catalytic subunit of dna pk (dna pkcs) and its dna pkcs proficient counterpart, m059k, were exposed to 1 and 4 gy of accelerated nitrogen ions (14n, 140 ev nm( 1), 8 12 gy min( 1)) or 60co gamma rays (0.2 ev nm( 1), 0.7 gy min( 1))."
5378,14555344L2,14555344,the induction of apoptosis was studied up to 144 h post irradiation using two different methods: morphological characterization of apoptotic cells after fluorescent staining and cell size distribution analysis to detect apoptotic bodies.
5379,14555344L3,14555344,"in parallel, protein expression of dna pkcs and poly(adp ribose) polymerase (parp) as well as dna pk and caspase 3 activity were investigated."
5380,14555344L4,14555344,low and high let radiations (4 gy) induced a time dependent apoptotic response in both cell lines.
5381,14555344L5,14555344,low let radiation induced a significantly elevated apoptotic response in m059j as compared with m059k cells at 144 h post irradiation.
5382,14555344L6,14555344,"following high let radiation exposure, there was no difference between the cell lines at this time."
5383,14555344L7,14555344,"parp cleavage was detected in m059j cells following both low and high let irradiation, while only high let radiation induced parp cleavage in m059k cells."
5384,14555344L8,14555344,these cleavages occurred in the absence of caspase 3 activation.
5385,14555344L9,14555344,"m059j and m059k cells both display radiation induced apoptosis, which occur independently of caspase 3 activation."
5386,14555344L10,14555344,the apoptotic course differs between the two cell lines and is dependent on the quality of radiation.
5387,24723406L0,24723406,"male gametogenesis in angiosperms involves two rounds of mitosis that are essential for the generation of two sperm cells to achieve double fertilization, a distinct event in the sexual reproduction of flowering plants."
5388,24723406L1,24723406,precise regulation of mitosis during male gametogenesis is critically important for the establishment of the male germline.
5389,24723406L2,24723406,"however, the molecular mechanisms underlying mitotic division during male gametophyte development have not been characterized fully."
5390,24723406L3,24723406,"here, we report that the arabidopsis transcription initiation factor tfiib related protein brp4 is involved in the regulation of mitotic cell cycle progression during male gametogenesis."
5391,24723406L4,24723406,brp4 was expressed predominately in developing male gametophytes.
5392,24723406L5,24723406,"knockdown expression of brp4 by a native promoter driven rna interference construct in arabidopsis resulted in arrest of the mitotic progression of male gametophytes, leading to a defect in pollen development."
5393,24723406L6,24723406,"moreover, we showed that the level of expression of a gene encoding a subunit of the origin recognition complex, orc6, was decreased in brp4 knockdown plants, and that the orc6 knockdown transgenic plants phenocopied the male gametophyte defect observed in brp4 knockdown plants, suggesting that orc6 acts downstream of brp4 to mediate male mitotic progression."
5394,24723406L7,24723406,"taken together, our results reveal that brp4 plays an important role in the regulation of mitotic cell cycle progression during male gametogenesis."
5395,10697428L0,10697428,the effect of vitamin e and clobazam on lipid peroxides [lp] in the rat brain and the pattern of electroshock induced seizures were assessed.
5396,10697428L1,10697428,significant increase in the concentration of brain lp at the peak of seizures was found.
5397,10697428L2,10697428,both vitamin e and clobazam reduced the levels of lp in the rat brain after electroshock.
5398,10697428L3,10697428,clobazam combined with vitamin e inhibited markedly formation of lp in the rats with electroshock induced seizures.
5399,10697428L4,10697428,vitamin e augmented anticonvulsant effect of clobazam though itself it had not exhibited any anticonvulsant effect in this model of seizures.
5400,10697428L5,10697428,"the action of two drugs combined resulted in reducing the intensity and the duration of seizures, and only minimal seizures were observed."
5401,10697428L6,10697428,in our opinion the obtained results possess some interesting clinical aspect they suggest that the combined treatment with clobazam and vitamin e of epileptic patient may decrease the intensity of epileptic seizures due to inhibition of lp formation.
5402,4075065L0,4075065,serum total creatine kinase (ck) and the lactate dehydrogenase (ldh) isoenzymes were studied in 38 sedentary middle aged men (aged 35 50 yrs) during a 30 week marathon training programme.
5403,4075065L1,4075065,basal ck activity rose by 33% after 15 weeks but a significant rise (27%) in ldh activity took 30 weeks to occur.
5404,4075065L2,4075065,post exercise (maximum test on a bicycle ergometer) ck and ldh activities were higher than pre exercise levels but the increment in enzyme activity following exercise did not change.
5405,4075065L3,4075065,ldh1 and ldh2 isoenzyme activity increased by 2.5% and 4% of total ldh respectively while ldh3 and ldh5 decreased by 3.9% and 2.4% respectively over 30 weeks.
5406,4075065L4,4075065,post marathon total ck did not correlate with finishing time at 30 mins or 30 hrs post race.
5407,4075065L5,4075065,the range of ck mb isoenzyme activity at 30 mins post race was 1.8 9.8% of total ck with 11 subjects having a value above 6%.
5408,4075065L6,4075065,the training programme appears not to have affected muscle ck and ldh release during exercise but isoenzyme distribution changes reflect the adaptations known to occur in muscle during endurance training.
5409,4075065L7,4075065,"unfortunately only 16 subjects were available for all the investigations, and it is these upon whom most of the data were obtained."
5410,8889032L0,8889032,"the purpose of this study was to investigate whether endogenous angiotensin ii has a functional role in renal hemodynamic and excretory changes induced by l arginine, a substrate for nitric oxide (no), in anesthetized rats."
5411,8889032L1,8889032,"during the intravenous infusion of l arginine (50, 100, 200 mumol/kg.min), there was no significant change in systemic or renal hemodynamics, but urine flow and urinary sodium excretion markedly increased in a dose dependent manner."
